lon,lat,date,day_of_week,month_name
2.176,41.378,2019-11-12,Tuesday,November
2.176,41.378,2019-06-17,Monday,June
2.176,41.378,2019-12-14,Saturday,December
2.177,41.378,2019-02-11,Monday,February
2.177,41.378,2019-10-26,Saturday,October
2.177,41.378,2019-07-15,Monday,July
2.177,41.378,2019-06-14,Friday,June
2.178,41.378,2019-08-30,Friday,August
2.178,41.378,2019-05-12,Sunday,May
2.178,41.378,2019-10-12,Saturday,October
2.178,41.378,2019-02-28,Thursday,February
2.178,41.378,2019-05-10,Friday,May
2.178,41.378,2019-10-17,Thursday,October
2.179,41.378,2019-06-29,Saturday,June
2.179,41.378,2019-02-24,Sunday,February
2.179,41.378,2019-06-13,Thursday,June
2.179,41.378,2019-01-11,Friday,January
2.179,41.378,2019-04-06,Saturday,April
2.179,41.378,2019-10-10,Thursday,October
2.179,41.378,2019-05-31,Friday,May
2.18,41.378,2019-08-15,Thursday,August
2.18,41.378,2019-06-11,Tuesday,June
2.18,41.378,2019-12-12,Thursday,December
2.18,41.378,2019-03-22,Friday,March
2.18,41.378,2019-12-27,Friday,December
2.18,41.378,2019-07-12,Friday,July
2.18,41.378,2019-10-14,Monday,October
2.18,41.378,2019-05-26,Sunday,May
2.18,41.378,2019-10-17,Thursday,October
2.181,41.378,2019-12-04,Wednesday,December
2.181,41.378,2019-02-17,Sunday,February
2.181,41.378,2019-04-16,Tuesday,April
2.146,41.378,2019-02-13,Wednesday,February
2.156,41.378,2019-08-06,Tuesday,August
2.156,41.378,2019-05-23,Thursday,May
2.156,41.378,2019-01-22,Tuesday,January
2.156,41.378,2019-02-04,Monday,February
2.167,41.378,2019-02-02,Saturday,February
2.168,41.378,2019-04-03,Wednesday,April
2.168,41.378,2019-06-17,Monday,June
2.168,41.378,2019-04-02,Tuesday,April
2.168,41.378,2019-01-20,Sunday,January
2.169,41.378,2019-08-03,Saturday,August
2.171,41.378,2019-01-01,Tuesday,January
2.171,41.378,2019-12-05,Thursday,December
2.171,41.378,2019-04-11,Thursday,April
2.171,41.378,2019-07-25,Thursday,July
2.171,41.378,2019-09-23,Monday,September
2.171,41.378,2019-11-23,Saturday,November
2.172,41.378,2019-10-19,Saturday,October
2.172,41.378,2019-03-28,Thursday,March
2.172,41.378,2019-06-18,Tuesday,June
2.172,41.378,2019-06-23,Sunday,June
2.172,41.378,2019-02-24,Sunday,February
2.172,41.378,2019-02-09,Saturday,February
2.172,41.378,2019-02-01,Friday,February
2.172,41.378,2019-08-16,Friday,August
2.172,41.378,2019-07-02,Tuesday,July
2.173,41.378,2019-04-09,Tuesday,April
2.173,41.378,2019-02-19,Tuesday,February
2.173,41.378,2019-05-12,Sunday,May
2.173,41.378,2019-08-06,Tuesday,August
2.173,41.378,2019-10-22,Tuesday,October
2.173,41.378,2019-10-06,Sunday,October
2.173,41.378,2019-03-30,Saturday,March
2.173,41.378,2019-01-24,Thursday,January
2.174,41.378,2019-05-29,Wednesday,May
2.174,41.378,2019-07-05,Friday,July
2.174,41.378,2019-08-26,Monday,August
2.174,41.378,2019-09-08,Sunday,September
2.174,41.378,2019-11-19,Tuesday,November
2.175,41.378,2019-01-31,Thursday,January
2.175,41.378,2019-02-04,Monday,February
2.175,41.378,2019-11-29,Friday,November
2.176,41.378,2019-11-19,Tuesday,November
2.176,41.378,2019-03-01,Friday,March
2.176,41.378,2019-10-06,Sunday,October
2.176,41.378,2019-06-14,Friday,June
2.176,41.378,2019-11-24,Sunday,November
2.176,41.378,2019-02-06,Wednesday,February
2.177,41.378,2019-08-02,Friday,August
2.177,41.378,2019-11-19,Tuesday,November
2.177,41.378,2019-02-04,Monday,February
2.178,41.378,2019-06-19,Wednesday,June
2.178,41.378,2019-09-03,Tuesday,September
2.178,41.378,2019-04-28,Sunday,April
2.178,41.378,2019-02-26,Tuesday,February
2.178,41.378,2019-06-14,Friday,June
2.179,41.378,2019-10-07,Monday,October
2.179,41.378,2019-07-11,Thursday,July
2.179,41.378,2019-08-14,Wednesday,August
2.179,41.378,2019-06-18,Tuesday,June
2.179,41.378,2019-01-22,Tuesday,January
2.179,41.378,2019-11-29,Friday,November
2.179,41.378,2019-03-20,Wednesday,March
2.18,41.378,2019-02-18,Monday,February
2.18,41.378,2019-03-29,Friday,March
2.18,41.378,2019-09-11,Wednesday,September
2.18,41.378,2019-11-27,Wednesday,November
2.18,41.378,2019-05-02,Thursday,May
2.18,41.378,2019-11-17,Sunday,November
2.18,41.378,2019-03-29,Friday,March
2.18,41.378,2019-09-17,Tuesday,September
2.18,41.378,2019-08-21,Wednesday,August
2.181,41.378,2019-08-20,Tuesday,August
2.181,41.378,2019-01-05,Saturday,January
2.181,41.378,2019-10-01,Tuesday,October
2.145,41.378,2019-07-23,Tuesday,July
2.146,41.378,2019-10-14,Monday,October
2.146,41.378,2019-11-03,Sunday,November
2.155,41.378,2019-11-21,Thursday,November
2.156,41.378,2019-12-12,Thursday,December
2.156,41.378,2019-02-19,Tuesday,February
2.156,41.378,2019-06-10,Monday,June
2.168,41.378,2019-09-02,Monday,September
2.168,41.378,2019-01-12,Saturday,January
2.168,41.378,2019-01-16,Wednesday,January
2.168,41.378,2019-07-09,Tuesday,July
2.169,41.378,2019-05-29,Wednesday,May
2.17,41.378,2019-10-14,Monday,October
2.17,41.378,2019-08-30,Friday,August
2.171,41.378,2019-11-04,Monday,November
2.171,41.378,2019-03-17,Sunday,March
2.171,41.378,2019-04-25,Thursday,April
2.171,41.378,2019-06-15,Saturday,June
2.171,41.378,2019-04-15,Monday,April
2.171,41.378,2019-05-24,Friday,May
2.172,41.378,2019-12-27,Friday,December
2.172,41.378,2019-04-07,Sunday,April
2.172,41.378,2019-03-01,Friday,March
2.172,41.378,2019-12-09,Monday,December
2.172,41.378,2019-09-19,Thursday,September
2.172,41.378,2019-02-06,Wednesday,February
2.172,41.378,2019-11-24,Sunday,November
2.172,41.378,2019-05-11,Saturday,May
2.172,41.378,2019-09-15,Sunday,September
2.173,41.378,2019-11-25,Monday,November
2.173,41.378,2019-03-14,Thursday,March
2.173,41.378,2019-06-17,Monday,June
2.173,41.378,2019-08-09,Friday,August
2.173,41.378,2019-08-25,Sunday,August
2.173,41.378,2019-07-28,Sunday,July
2.173,41.378,2019-10-09,Wednesday,October
2.174,41.378,2019-09-26,Thursday,September
2.174,41.378,2019-12-13,Friday,December
2.174,41.378,2019-10-20,Sunday,October
2.174,41.378,2019-10-22,Tuesday,October
2.175,41.378,2019-03-18,Monday,March
2.175,41.378,2019-07-13,Saturday,July
2.176,41.378,2019-01-31,Thursday,January
2.176,41.378,2019-12-02,Monday,December
2.176,41.378,2019-10-25,Friday,October
2.176,41.378,2019-01-04,Friday,January
2.176,41.378,2019-11-28,Thursday,November
2.176,41.378,2019-09-18,Wednesday,September
2.177,41.378,2019-10-06,Sunday,October
2.177,41.378,2019-12-06,Friday,December
2.178,41.378,2019-04-11,Thursday,April
2.178,41.378,2019-03-25,Monday,March
2.178,41.378,2019-03-13,Wednesday,March
2.178,41.378,2019-09-02,Monday,September
2.178,41.378,2019-07-15,Monday,July
2.179,41.378,2019-06-15,Saturday,June
2.179,41.378,2019-03-04,Monday,March
2.179,41.378,2019-10-25,Friday,October
2.179,41.378,2019-09-02,Monday,September
2.179,41.378,2019-05-29,Wednesday,May
2.179,41.378,2019-04-29,Monday,April
2.179,41.378,2019-10-22,Tuesday,October
2.179,41.378,2019-08-19,Monday,August
2.18,41.378,2019-12-03,Tuesday,December
2.18,41.378,2019-03-23,Saturday,March
2.18,41.378,2019-12-21,Saturday,December
2.18,41.378,2019-05-12,Sunday,May
2.18,41.378,2019-08-11,Sunday,August
2.18,41.378,2019-10-23,Wednesday,October
2.18,41.378,2019-08-19,Monday,August
2.18,41.378,2019-09-10,Tuesday,September
2.18,41.378,2019-11-09,Saturday,November
2.181,41.378,2019-12-20,Friday,December
2.181,41.378,2019-04-18,Thursday,April
2.154,41.378,2019-12-08,Sunday,December
2.154,41.378,2019-11-07,Thursday,November
2.137,41.379,2019-10-31,Thursday,October
2.154,41.378,2019-05-07,Tuesday,May
2.154,41.378,2019-02-16,Saturday,February
2.138,41.378,2019-08-27,Tuesday,August
2.145,41.378,2019-03-08,Friday,March
2.146,41.378,2019-03-05,Tuesday,March
2.146,41.378,2019-02-04,Monday,February
2.147,41.378,2019-10-29,Tuesday,October
2.155,41.378,2019-03-25,Monday,March
2.155,41.378,2019-01-11,Friday,January
2.156,41.378,2019-08-31,Saturday,August
2.156,41.378,2019-08-27,Tuesday,August
2.168,41.378,2019-07-26,Friday,July
2.168,41.378,2019-08-28,Wednesday,August
2.168,41.378,2019-11-29,Friday,November
2.169,41.378,2019-07-13,Saturday,July
2.169,41.378,2019-06-24,Monday,June
2.17,41.378,2019-02-05,Tuesday,February
2.171,41.378,2019-06-15,Saturday,June
2.171,41.378,2019-02-28,Thursday,February
2.171,41.378,2019-12-18,Wednesday,December
2.171,41.378,2019-05-29,Wednesday,May
2.171,41.378,2019-01-15,Tuesday,January
2.171,41.378,2019-01-30,Wednesday,January
2.171,41.378,2019-12-18,Wednesday,December
2.172,41.378,2019-09-25,Wednesday,September
2.172,41.378,2019-01-03,Thursday,January
2.172,41.378,2019-09-08,Sunday,September
2.172,41.378,2019-09-05,Thursday,September
2.172,41.378,2019-06-03,Monday,June
2.172,41.378,2019-12-02,Monday,December
2.172,41.378,2019-04-21,Sunday,April
2.172,41.378,2019-12-25,Wednesday,December
2.172,41.378,2019-11-13,Wednesday,November
2.173,41.378,2019-08-14,Wednesday,August
2.173,41.378,2019-09-19,Thursday,September
2.173,41.378,2019-09-21,Saturday,September
2.173,41.378,2019-08-14,Wednesday,August
2.173,41.378,2019-01-24,Thursday,January
2.173,41.378,2019-04-23,Tuesday,April
2.173,41.378,2019-08-09,Friday,August
2.174,41.378,2019-06-28,Friday,June
2.174,41.378,2019-01-27,Sunday,January
2.174,41.378,2019-05-28,Tuesday,May
2.175,41.378,2019-11-08,Friday,November
2.175,41.378,2019-09-04,Wednesday,September
2.176,41.378,2019-05-01,Wednesday,May
2.176,41.378,2019-03-05,Tuesday,March
2.176,41.378,2019-05-21,Tuesday,May
2.176,41.378,2019-12-31,Tuesday,December
2.176,41.378,2019-03-14,Thursday,March
2.177,41.378,2019-11-14,Thursday,November
2.177,41.378,2019-08-26,Monday,August
2.178,41.378,2019-09-10,Tuesday,September
2.178,41.378,2019-12-01,Sunday,December
2.178,41.378,2019-10-12,Saturday,October
2.178,41.378,2019-02-28,Thursday,February
2.179,41.378,2019-01-04,Friday,January
2.179,41.378,2019-09-01,Sunday,September
2.179,41.378,2019-03-14,Thursday,March
2.179,41.378,2019-04-01,Monday,April
2.179,41.378,2019-02-28,Thursday,February
2.179,41.378,2019-12-03,Tuesday,December
2.179,41.378,2019-06-14,Friday,June
2.179,41.378,2019-09-07,Saturday,September
2.18,41.378,2019-12-20,Friday,December
2.18,41.378,2019-10-02,Wednesday,October
2.18,41.378,2019-04-26,Friday,April
2.18,41.378,2019-09-15,Sunday,September
2.18,41.378,2019-10-16,Wednesday,October
2.18,41.378,2019-12-08,Sunday,December
2.18,41.378,2019-08-30,Friday,August
2.18,41.378,2019-02-22,Friday,February
2.181,41.378,2019-07-29,Monday,July
2.181,41.378,2019-03-11,Monday,March
2.145,41.378,2019-02-25,Monday,February
2.146,41.378,2019-05-23,Thursday,May
2.146,41.378,2019-09-07,Saturday,September
2.146,41.378,2019-05-24,Friday,May
2.155,41.378,2019-01-27,Sunday,January
2.156,41.378,2019-05-27,Monday,May
2.156,41.378,2019-04-03,Wednesday,April
2.156,41.378,2019-11-10,Sunday,November
2.157,41.379,2019-03-14,Thursday,March
2.168,41.378,2019-02-23,Saturday,February
2.168,41.378,2019-10-12,Saturday,October
2.169,41.378,2019-04-09,Tuesday,April
2.171,41.378,2019-09-17,Tuesday,September
2.171,41.378,2019-03-14,Thursday,March
2.171,41.378,2019-06-19,Wednesday,June
2.171,41.378,2019-10-29,Tuesday,October
2.171,41.378,2019-08-29,Thursday,August
2.171,41.378,2019-04-28,Sunday,April
2.172,41.378,2019-06-02,Sunday,June
2.172,41.378,2019-11-24,Sunday,November
2.172,41.378,2019-03-19,Tuesday,March
2.172,41.378,2019-12-27,Friday,December
2.172,41.378,2019-09-06,Friday,September
2.172,41.378,2019-06-05,Wednesday,June
2.172,41.378,2019-03-12,Tuesday,March
2.172,41.378,2019-03-23,Saturday,March
2.172,41.378,2019-03-28,Thursday,March
2.173,41.378,2019-01-27,Sunday,January
2.173,41.378,2019-11-21,Thursday,November
2.173,41.378,2019-06-08,Saturday,June
2.173,41.378,2019-08-16,Friday,August
2.173,41.378,2019-12-16,Monday,December
2.173,41.378,2019-05-22,Wednesday,May
2.174,41.378,2019-12-15,Sunday,December
2.174,41.378,2019-07-07,Sunday,July
2.174,41.378,2019-12-03,Tuesday,December
2.175,41.378,2019-08-05,Monday,August
2.175,41.378,2019-06-18,Tuesday,June
2.175,41.378,2019-05-14,Tuesday,May
2.176,41.378,2019-01-05,Saturday,January
2.176,41.378,2019-04-30,Tuesday,April
2.176,41.378,2019-12-24,Tuesday,December
2.176,41.378,2019-02-28,Thursday,February
2.177,41.378,2019-11-18,Monday,November
2.178,41.378,2019-05-31,Friday,May
2.178,41.378,2019-02-09,Saturday,February
2.178,41.378,2019-11-20,Wednesday,November
2.178,41.378,2019-06-14,Friday,June
2.179,41.378,2019-08-27,Tuesday,August
2.179,41.378,2019-11-02,Saturday,November
2.179,41.378,2019-09-30,Monday,September
2.179,41.378,2019-07-19,Friday,July
2.179,41.378,2019-08-05,Monday,August
2.179,41.378,2019-03-17,Sunday,March
2.179,41.378,2019-04-27,Saturday,April
2.179,41.378,2019-03-18,Monday,March
2.18,41.378,2019-03-11,Monday,March
2.18,41.378,2019-12-07,Saturday,December
2.18,41.378,2019-10-05,Saturday,October
2.18,41.378,2019-02-24,Sunday,February
2.18,41.378,2019-02-25,Monday,February
2.18,41.378,2019-07-24,Wednesday,July
2.18,41.378,2019-12-31,Tuesday,December
2.18,41.378,2019-08-19,Monday,August
2.181,41.378,2019-04-02,Tuesday,April
2.181,41.378,2019-10-01,Tuesday,October
2.138,41.378,2019-04-16,Tuesday,April
2.146,41.378,2019-12-05,Thursday,December
2.146,41.378,2019-06-05,Wednesday,June
2.146,41.378,2019-04-13,Saturday,April
2.146,41.378,2019-11-18,Monday,November
2.147,41.378,2019-10-29,Tuesday,October
2.147,41.378,2019-06-12,Wednesday,June
2.155,41.378,2019-06-12,Wednesday,June
2.155,41.378,2019-07-22,Monday,July
2.168,41.378,2019-05-19,Sunday,May
2.171,41.378,2019-12-20,Friday,December
2.171,41.378,2019-03-27,Wednesday,March
2.171,41.378,2019-11-27,Wednesday,November
2.171,41.378,2019-04-07,Sunday,April
2.172,41.378,2019-09-28,Saturday,September
2.172,41.378,2019-08-30,Friday,August
2.172,41.378,2019-07-23,Tuesday,July
2.172,41.378,2019-06-30,Sunday,June
2.172,41.378,2019-09-16,Monday,September
2.172,41.378,2019-08-07,Wednesday,August
2.172,41.378,2019-04-16,Tuesday,April
2.172,41.378,2019-06-24,Monday,June
2.172,41.378,2019-08-07,Wednesday,August
2.173,41.378,2019-06-09,Sunday,June
2.173,41.378,2019-05-17,Friday,May
2.173,41.378,2019-11-18,Monday,November
2.173,41.378,2019-07-02,Tuesday,July
2.173,41.378,2019-11-05,Tuesday,November
2.173,41.378,2019-12-28,Saturday,December
2.174,41.378,2019-05-12,Sunday,May
2.174,41.378,2019-10-26,Saturday,October
2.175,41.378,2019-12-08,Sunday,December
2.175,41.378,2019-09-10,Tuesday,September
2.175,41.378,2019-01-29,Tuesday,January
2.176,41.378,2019-05-15,Wednesday,May
2.176,41.378,2019-08-19,Monday,August
2.176,41.378,2019-03-30,Saturday,March
2.177,41.378,2019-12-23,Monday,December
2.178,41.378,2019-05-31,Friday,May
2.178,41.378,2019-12-13,Friday,December
2.178,41.378,2019-05-25,Saturday,May
2.179,41.378,2019-12-25,Wednesday,December
2.179,41.378,2019-03-25,Monday,March
2.179,41.378,2019-01-21,Monday,January
2.179,41.378,2019-03-22,Friday,March
2.179,41.378,2019-09-28,Saturday,September
2.179,41.378,2019-04-20,Saturday,April
2.179,41.378,2019-06-14,Friday,June
2.179,41.378,2019-07-07,Sunday,July
2.18,41.378,2019-11-11,Monday,November
2.18,41.378,2019-08-24,Saturday,August
2.18,41.378,2019-01-03,Thursday,January
2.18,41.378,2019-07-11,Thursday,July
2.18,41.378,2019-06-30,Sunday,June
2.18,41.378,2019-12-06,Friday,December
2.18,41.378,2019-06-13,Thursday,June
2.18,41.378,2019-11-13,Wednesday,November
2.181,41.378,2019-10-23,Wednesday,October
2.145,41.378,2019-08-31,Saturday,August
2.146,41.378,2019-10-17,Thursday,October
2.146,41.378,2019-04-22,Monday,April
2.146,41.378,2019-05-27,Monday,May
2.146,41.378,2019-09-22,Sunday,September
2.147,41.378,2019-01-13,Sunday,January
2.147,41.378,2019-05-15,Wednesday,May
2.147,41.378,2019-04-07,Sunday,April
2.155,41.378,2019-08-12,Monday,August
2.156,41.378,2019-11-07,Thursday,November
2.168,41.378,2019-08-03,Saturday,August
2.17,41.378,2019-05-30,Thursday,May
2.171,41.378,2019-11-26,Tuesday,November
2.171,41.378,2019-02-03,Sunday,February
2.171,41.378,2019-08-15,Thursday,August
2.171,41.378,2019-06-12,Wednesday,June
2.171,41.378,2019-12-20,Friday,December
2.172,41.378,2019-06-02,Sunday,June
2.172,41.378,2019-08-18,Sunday,August
2.172,41.378,2019-01-17,Thursday,January
2.172,41.378,2019-05-14,Tuesday,May
2.172,41.378,2019-08-03,Saturday,August
2.172,41.378,2019-10-03,Thursday,October
2.172,41.378,2019-04-01,Monday,April
2.172,41.378,2019-12-18,Wednesday,December
2.173,41.378,2019-04-30,Tuesday,April
2.173,41.378,2019-01-20,Sunday,January
2.173,41.378,2019-08-15,Thursday,August
2.173,41.378,2019-03-09,Saturday,March
2.173,41.378,2019-01-05,Saturday,January
2.174,41.378,2019-07-09,Tuesday,July
2.174,41.378,2019-09-02,Monday,September
2.174,41.378,2019-04-18,Thursday,April
2.175,41.378,2019-10-07,Monday,October
2.175,41.378,2019-02-18,Monday,February
2.176,41.378,2019-11-12,Tuesday,November
2.176,41.378,2019-12-28,Saturday,December
2.176,41.378,2019-10-13,Sunday,October
2.177,41.378,2019-11-17,Sunday,November
2.178,41.378,2019-02-21,Thursday,February
2.178,41.378,2019-09-11,Wednesday,September
2.178,41.378,2019-09-20,Friday,September
2.179,41.378,2019-10-03,Thursday,October
2.179,41.378,2019-12-07,Saturday,December
2.179,41.378,2019-02-26,Tuesday,February
2.179,41.378,2019-05-15,Wednesday,May
2.179,41.378,2019-12-15,Sunday,December
2.179,41.378,2019-04-15,Monday,April
2.179,41.378,2019-08-16,Friday,August
2.18,41.378,2019-07-08,Monday,July
2.18,41.378,2019-07-27,Saturday,July
2.18,41.378,2019-05-20,Monday,May
2.18,41.378,2019-10-28,Monday,October
2.18,41.378,2019-02-09,Saturday,February
2.18,41.378,2019-07-07,Sunday,July
2.18,41.378,2019-07-21,Sunday,July
2.18,41.378,2019-05-30,Thursday,May
2.145,41.378,2019-02-25,Monday,February
2.146,41.378,2019-06-09,Sunday,June
2.146,41.378,2019-11-13,Wednesday,November
2.146,41.378,2019-04-10,Wednesday,April
2.146,41.378,2019-11-08,Friday,November
2.147,41.378,2019-02-22,Friday,February
2.147,41.378,2019-02-24,Sunday,February
2.147,41.378,2019-12-25,Wednesday,December
2.147,41.377,2019-03-24,Sunday,March
2.155,41.378,2019-01-01,Tuesday,January
2.155,41.378,2019-08-17,Saturday,August
2.171,41.378,2019-08-24,Saturday,August
2.172,41.378,2019-03-13,Wednesday,March
2.172,41.378,2019-06-21,Friday,June
2.172,41.378,2019-05-16,Thursday,May
2.172,41.378,2019-07-09,Tuesday,July
2.172,41.378,2019-01-03,Thursday,January
2.172,41.378,2019-03-27,Wednesday,March
2.172,41.378,2019-04-19,Friday,April
2.173,41.378,2019-08-18,Sunday,August
2.173,41.378,2019-01-13,Sunday,January
2.173,41.378,2019-12-27,Friday,December
2.173,41.378,2019-08-05,Monday,August
2.173,41.378,2019-10-22,Tuesday,October
2.174,41.378,2019-06-30,Sunday,June
2.174,41.378,2019-06-12,Wednesday,June
2.175,41.378,2019-04-29,Monday,April
2.175,41.378,2019-01-27,Sunday,January
2.175,41.378,2019-10-31,Thursday,October
2.176,41.378,2019-02-24,Sunday,February
2.176,41.378,2019-02-28,Thursday,February
2.177,41.378,2019-11-25,Monday,November
2.178,41.378,2019-10-28,Monday,October
2.178,41.378,2019-06-18,Tuesday,June
2.179,41.378,2019-12-21,Saturday,December
2.179,41.378,2019-05-09,Thursday,May
2.179,41.378,2019-11-12,Tuesday,November
2.179,41.378,2019-12-11,Wednesday,December
2.179,41.378,2019-09-29,Sunday,September
2.179,41.378,2019-04-01,Monday,April
2.179,41.378,2019-04-24,Wednesday,April
2.179,41.378,2019-07-28,Sunday,July
2.18,41.378,2019-05-17,Friday,May
2.18,41.378,2019-06-28,Friday,June
2.18,41.378,2019-01-01,Tuesday,January
2.18,41.378,2019-02-11,Monday,February
2.18,41.378,2019-06-13,Thursday,June
2.18,41.378,2019-07-01,Monday,July
2.18,41.378,2019-10-31,Thursday,October
2.18,41.378,2019-06-22,Saturday,June
2.145,41.377,2019-01-20,Sunday,January
2.146,41.377,2019-08-26,Monday,August
2.146,41.377,2019-08-07,Wednesday,August
2.146,41.377,2019-11-20,Wednesday,November
2.146,41.377,2019-10-17,Thursday,October
2.147,41.377,2019-03-12,Tuesday,March
2.147,41.377,2019-09-10,Tuesday,September
2.147,41.377,2019-03-06,Wednesday,March
2.147,41.377,2019-09-23,Monday,September
2.155,41.377,2019-01-27,Sunday,January
2.171,41.378,2019-05-23,Thursday,May
2.171,41.378,2019-04-07,Sunday,April
2.171,41.378,2019-06-12,Wednesday,June
2.171,41.378,2019-10-30,Wednesday,October
2.172,41.378,2019-02-21,Thursday,February
2.172,41.378,2019-11-12,Tuesday,November
2.172,41.378,2019-12-01,Sunday,December
2.172,41.378,2019-09-08,Sunday,September
2.172,41.378,2019-01-22,Tuesday,January
2.172,41.378,2019-02-09,Saturday,February
2.172,41.378,2019-05-01,Wednesday,May
2.172,41.378,2019-11-21,Thursday,November
2.172,41.378,2019-03-03,Sunday,March
2.173,41.378,2019-05-02,Thursday,May
2.173,41.378,2019-07-31,Wednesday,July
2.173,41.378,2019-07-19,Friday,July
2.173,41.378,2019-04-23,Tuesday,April
2.174,41.378,2019-05-13,Monday,May
2.174,41.378,2019-06-01,Saturday,June
2.175,41.378,2019-05-05,Sunday,May
2.175,41.378,2019-06-19,Wednesday,June
2.175,41.378,2019-04-30,Tuesday,April
2.176,41.378,2019-05-25,Saturday,May
2.176,41.378,2019-01-14,Monday,January
2.177,41.378,2019-06-23,Sunday,June
2.178,41.378,2019-10-10,Thursday,October
2.178,41.378,2019-04-11,Thursday,April
2.179,41.378,2019-11-26,Tuesday,November
2.179,41.378,2019-09-21,Saturday,September
2.179,41.378,2019-01-29,Tuesday,January
2.179,41.378,2019-08-31,Saturday,August
2.179,41.378,2019-03-08,Friday,March
2.179,41.378,2019-02-13,Wednesday,February
2.179,41.378,2019-07-27,Saturday,July
2.18,41.378,2019-11-28,Thursday,November
2.18,41.378,2019-09-05,Thursday,September
2.18,41.378,2019-11-22,Friday,November
2.18,41.378,2019-11-23,Saturday,November
2.18,41.378,2019-05-25,Saturday,May
2.18,41.378,2019-03-30,Saturday,March
2.18,41.378,2019-11-12,Tuesday,November
2.144,41.377,2019-07-13,Saturday,July
2.144,41.377,2019-10-24,Thursday,October
2.145,41.377,2019-09-20,Friday,September
2.146,41.377,2019-06-27,Thursday,June
2.146,41.377,2019-02-18,Monday,February
2.146,41.377,2019-06-06,Thursday,June
2.146,41.377,2019-05-24,Friday,May
2.147,41.377,2019-08-09,Friday,August
2.147,41.377,2019-12-28,Saturday,December
2.147,41.377,2019-01-02,Wednesday,January
2.147,41.377,2019-12-04,Wednesday,December
2.147,41.377,2019-11-26,Tuesday,November
2.147,41.377,2019-07-20,Saturday,July
2.171,41.378,2019-10-08,Tuesday,October
2.171,41.377,2019-03-26,Tuesday,March
2.171,41.377,2019-06-12,Wednesday,June
2.172,41.378,2019-01-03,Thursday,January
2.172,41.378,2019-04-22,Monday,April
2.172,41.378,2019-01-11,Friday,January
2.172,41.378,2019-11-02,Saturday,November
2.172,41.378,2019-02-28,Thursday,February
2.172,41.378,2019-09-12,Thursday,September
2.172,41.378,2019-11-25,Monday,November
2.173,41.378,2019-08-04,Sunday,August
2.173,41.378,2019-08-04,Sunday,August
2.173,41.378,2019-07-20,Saturday,July
2.173,41.378,2019-03-08,Friday,March
2.173,41.378,2019-11-15,Friday,November
2.174,41.378,2019-04-02,Tuesday,April
2.175,41.378,2019-12-11,Wednesday,December
2.175,41.378,2019-10-09,Wednesday,October
2.175,41.378,2019-05-30,Thursday,May
2.176,41.378,2019-05-13,Monday,May
2.176,41.378,2019-12-25,Wednesday,December
2.177,41.378,2019-12-15,Sunday,December
2.178,41.378,2019-09-10,Tuesday,September
2.179,41.378,2019-09-08,Sunday,September
2.179,41.378,2019-02-06,Wednesday,February
2.179,41.378,2019-08-25,Sunday,August
2.179,41.378,2019-03-21,Thursday,March
2.179,41.378,2019-09-07,Saturday,September
2.179,41.378,2019-12-27,Friday,December
2.179,41.378,2019-09-29,Sunday,September
2.179,41.378,2019-06-01,Saturday,June
2.18,41.378,2019-10-08,Tuesday,October
2.18,41.378,2019-12-23,Monday,December
2.18,41.378,2019-04-09,Tuesday,April
2.18,41.378,2019-11-16,Saturday,November
2.18,41.378,2019-05-11,Saturday,May
2.18,41.378,2019-03-24,Sunday,March
2.18,41.378,2019-01-24,Thursday,January
2.144,41.377,2019-03-30,Saturday,March
2.146,41.377,2019-06-08,Saturday,June
2.146,41.377,2019-02-04,Monday,February
2.146,41.377,2019-10-16,Wednesday,October
2.146,41.377,2019-07-19,Friday,July
2.147,41.377,2019-09-17,Tuesday,September
2.147,41.377,2019-04-26,Friday,April
2.147,41.377,2019-10-28,Monday,October
2.147,41.377,2019-01-27,Sunday,January
2.147,41.377,2019-06-25,Tuesday,June
2.147,41.377,2019-08-31,Saturday,August
2.148,41.377,2019-09-18,Wednesday,September
2.148,41.379,2019-10-07,Monday,October
2.148,41.379,2019-08-30,Friday,August
2.149,41.379,2019-12-26,Thursday,December
2.172,41.377,2019-03-05,Tuesday,March
2.172,41.377,2019-05-25,Saturday,May
2.172,41.377,2019-12-31,Tuesday,December
2.172,41.377,2019-02-15,Friday,February
2.173,41.377,2019-04-15,Monday,April
2.173,41.377,2019-12-14,Saturday,December
2.173,41.377,2019-10-10,Thursday,October
2.173,41.377,2019-02-07,Thursday,February
2.173,41.377,2019-07-28,Sunday,July
2.174,41.377,2019-12-08,Sunday,December
2.174,41.377,2019-12-29,Sunday,December
2.175,41.377,2019-01-04,Friday,January
2.175,41.377,2019-10-06,Sunday,October
2.175,41.377,2019-06-18,Tuesday,June
2.176,41.377,2019-03-01,Friday,March
2.176,41.377,2019-04-12,Friday,April
2.177,41.377,2019-08-26,Monday,August
2.178,41.377,2019-09-28,Saturday,September
2.179,41.377,2019-11-25,Monday,November
2.179,41.377,2019-01-07,Monday,January
2.179,41.377,2019-12-29,Sunday,December
2.179,41.377,2019-07-13,Saturday,July
2.179,41.377,2019-05-07,Tuesday,May
2.179,41.377,2019-02-02,Saturday,February
2.179,41.377,2019-05-12,Sunday,May
2.18,41.377,2019-04-25,Thursday,April
2.18,41.377,2019-07-28,Sunday,July
2.18,41.377,2019-08-02,Friday,August
2.18,41.377,2019-09-29,Sunday,September
